Names	p.value	coeff	abs.coeff	fdr	Warning
Mm.3118	0.559793915404179	0.000915580801268024	0.000915580801268024	0.927870454061007	0
Mm.330986	0.00437001183741248	-0.0205274839055142	0.0205274839055142	0.206845851663011	0
Mm.261679	0.657109043031496	0.000457676750285735	0.000457676750285735	0.944205748498945	0
Mm.197486	0.732522823775579	-0.000611082819622196	0.000611082819622196	0.95451566636741	0
Mm.16716	0.690832180428706	0.00236700872945214	0.00236700872945214	0.953515820380764	0
Mm.182912	0.750024292006958	-0.00132157005901655	0.00132157005901655	0.958592469141325	0
Mm.9593	0.944494858994867	-0.000231407806669524	0.000231407806669524	0.991374932001532	0
Mm.292208	0.450265661785443	-0.00118037814791029	0.00118037814791029	0.897876435804882	0
Mm.87773	0.606901952677725	-0.000334354613193297	0.000334354613193297	0.93858346293776	0
Mm.244912	0.233188857448317	0.00150346186025994	0.00150346186025994	0.785177291325308	0
Mm.29845	0.731498007569291	-0.000630487461747437	0.000630487461747437	0.954133086154582	0
Mm.200373	0.55326508530506	-0.00220960219272005	0.00220960219272005	0.9265720127072	0
Mm.1167	0.214040930681544	-0.00264729261680717	0.00264729261680717	0.768916798766724	0
Mm.247073	0.427004116544765	0.000847298400271588	0.000847298400271588	0.890203404891118	0
Mm.251003	0.55356326536723	-0.000796001733451524	0.000796001733451524	0.9265720127072	0
Mm.30250	0.642302980276546	-0.0017360253830791	0.0017360253830791	0.944205748498945	0
Mm.1514	0.393385492072521	-0.000501489531229367	0.000501489531229367	0.885743854840054	0
Mm.20445	0.807046354457777	0.00168300976140549	0.00168300976140549	0.971129842367984	0
Mm.27582	0.183404131746986	-0.00106938683971429	0.00106938683971429	0.749276822478088	0
Mm.8154	0.734885234467975	-0.00138079223044088	0.00138079223044088	0.955167630126873	0
Mm.340135	0.446150305729167	6.39127357719518e-05	6.39127357719518e-05	0.897337056471168	0
Mm.280842	0.632906784337914	0.000933168690973295	0.000933168690973295	0.944205748498945	0
Mm.29584	0.696225228652016	-0.000161242449395789	0.000161242449395789	0.953515820380764	0
Mm.4222	0.471582261352362	0.00157811884150866	0.00157811884150866	0.908133425494595	0
Mm.281356	0.953964743080383	3.07541059716787e-06	3.07541059716787e-06	0.992351977825704	0
Mm.2769	0.147395959131680	0.00188739570236940	0.00188739570236940	0.702147347144388	0
Mm.250919	0.130196619653448	-9.72762131622601e-05	9.72762131622601e-05	0.683484316280874	0
Mm.661	0.969412261612673	0.000202149454133677	0.000202149454133677	0.99494721674436	0
Mm.2565	0.549898594269034	-0.00498633633654575	0.00498633633654575	0.926329649939496	0
Mm.28357	0.340927421401315	0.00236621847588498	0.00236621847588498	0.858977364569848	0
Mm.3862	0.0211253238684401	0.0085362492931093	0.0085362492931093	0.389153575860749	0
Mm.119177	0.783998996235948	-1.71331610073231e-05	1.71331610073231e-05	0.965140536032822	0
Mm.45815	0.382390044679493	-0.000914110180774885	0.000914110180774885	0.885095557817086	0
Mm.29816	0.702419168048081	-2.33301648646007e-05	2.33301648646007e-05	0.953515820380764	0
Mm.24521	0.816634508428669	0.00134520143087919	0.00134520143087919	0.974244328279458	0
Mm.361980	0.639959559255539	-1.75761390739514e-05	1.75761390739514e-05	0.944205748498945	0
Mm.2580	0.320554386089967	-0.00363148429957628	0.00363148429957628	0.8511907494316	0
Mm.5048	0.00328051003173346	0.000134076758161194	0.000134076758161194	0.188602871098612	0
Mm.294885	0.230250122583923	0.00402988395782667	0.00402988395782667	0.784002365212453	0
Mm.338476	0.000370095799583692	0.000152316487565383	0.000152316487565383	0.0831949668285005	0
Mm.3894	0.00404807869705159	0.0150767501022136	0.0150767501022136	0.206845851663011	0
Mm.38344	6.43850989723305e-05	0.000163542049415307	0.000163542049415307	0.0361791878986997	0
Mm.10661	0.34032651569354	0.00446855353061147	0.00446855353061147	0.858977364569848	0
Mm.4668	0.475343816648098	-0.000166157628057054	0.000166157628057054	0.90949123251254	0
Mm.29870	0.755068003496837	0.00059454331857964	0.00059454331857964	0.958592469141325	0
Mm.315909	0.470270415486438	-0.000328042494249108	0.000328042494249108	0.907707723783889	0
Mm.267377	0.417015904962942	-0.000421277381518716	0.000421277381518716	0.88694471116456	0
Mm.29842	0.273182352418325	-0.00529567451664567	0.00529567451664567	0.816226735285096	0
Mm.30059	0.882862752389466	-0.000834447326422267	0.000834447326422267	0.987809621399485	0
Mm.142095	0.0937934504527979	-0.00316049443719497	0.00316049443719497	0.622561246664066	0
Mm.40068	0.824176705175605	-0.000468303421373925	0.000468303421373925	0.976176605614253	0
Mm.180356	0.801151566464625	0.000669607796071422	0.000669607796071422	0.96957425799856	0
Mm.142843	0.689284091147743	0.00172357272013637	0.00172357272013637	0.953515820380764	0
Mm.153911	0.98877769467301	-4.85903087569597e-05	4.85903087569597e-05	0.99815862154119	0
Mm.10530	0.785758759741329	0.00254655216616316	0.00254655216616316	0.965815978712043	0
Mm.236123	0.85969212086911	0.00109271092672176	0.00109271092672176	0.982485593086869	0
Mm.30012	0.906390808169408	-0.000160020825795504	0.000160020825795504	0.989065357407304	0
Mm.143738	0.613127209244541	-0.00066179294914654	0.00066179294914654	0.939525609878328	0
Mm.296169	0.586415852609123	-0.000273583061968079	0.000273583061968079	0.936053186321203	0
Mm.281379	0.93778476874585	0.000545770814279059	0.000545770814279059	0.990688809424042	0
Mm.271877	0.136543441866764	0.0109868409271740	0.0109868409271740	0.691325768251	0
Mm.3555	0.112359005547390	0.012573485040833	0.012573485040833	0.659220584122157	0
Mm.29581	0.922122261855079	0.000644291059654902	0.000644291059654902	0.990688809424042	0
Mm.4425	0.649863786526177	-0.0031272058470058	0.0031272058470058	0.944205748498945	0
Mm.157105	0.460350771246394	0.00658119100143517	0.00658119100143517	0.902513814867219	0
Mm.28484	0.332304787935553	0.00432974010626905	0.00432974010626905	0.85638640448781	0
Mm.30169	0.303917988742889	0.00751559468489014	0.00751559468489014	0.840895567695487	0
Mm.6483	0.535940139056282	-0.00155886622826639	0.00155886622826639	0.922398027322843	0
Mm.303534	0.43057126904226	-0.000395635034189164	0.000395635034189164	0.890496411974908	0
Mm.258	0.562016216538308	0.00028902698083723	0.00028902698083723	0.928420058011376	0
Mm.343864	0.978245396467894	7.7957842533089e-05	7.7957842533089e-05	0.996472529819924	0
Mm.256034	0.93290250761332	-1.71342441027680e-05	1.71342441027680e-05	0.990688809424042	0
Mm.16422	0.935998353509053	0.000509409333214386	0.000509409333214386	0.990688809424042	0
Mm.12815	0.0892783884364066	-0.00207672222663185	0.00207672222663185	0.611707453095886	0
Mm.241714	0.0333672812978376	0.0151330399320536	0.0151330399320536	0.437270860978464	0
Mm.251890	0.171719674329338	6.94835823704912e-05	6.94835823704912e-05	0.733334139250928	0
Mm.29742	0.986976786400295	-0.000116280805159848	0.000116280805159848	0.997671678224004	0
Mm.367505	0.724191000672899	-0.00334814767879425	0.00334814767879425	0.953810936792217	0
Mm.278458	0.297598226592665	0.000152775102746084	0.000152775102746084	0.836993039980568	0
Mm.247788	0.697658362915671	-0.000950506082386391	0.000950506082386391	0.953515820380764	0
Mm.29827	0.202563434962357	0.0008530368750267	0.0008530368750267	0.767254785773078	0
Mm.1231	0.212981992076735	-0.000379042107864449	0.000379042107864449	0.768916798766724	0
Mm.329816	0.596718602375396	-0.000841006974009973	0.000841006974009973	0.93858346293776	0
Mm.28405	0.74281801410333	0.000389809934553266	0.000389809934553266	0.956677514615599	0
Mm.257181	0.841921384389356	-0.000368339132526201	0.000368339132526201	0.981204151850425	0
Mm.339755	0.0780338880329775	-0.00306460358182042	0.00306460358182042	0.574361192358217	0
Mm.26625	0.565482370237337	0.00028011303805207	0.00028011303805207	0.928565297347972	0
Mm.259103	0.115360846425350	0.000578520193802398	0.000578520193802398	0.660621172362647	0
Mm.283217	0.152958641989766	0.000557849588378236	0.000557849588378236	0.707619830464013	0
Mm.287178	0.252740427048132	0.000421198736561156	0.000421198736561156	0.797859012940538	0
Mm.158868	0.189582121996626	-0.00402258435308432	0.00402258435308432	0.754042339338687	0
Mm.331313	0.864324139267948	0.000143829553129604	0.000143829553129604	0.983945568838599	0
Mm.12677	0.275903603445681	-0.00205953513348456	0.00205953513348456	0.816766516806291	0
Mm.22252	0.563440948219392	-0.00220136895615692	0.00220136895615692	0.928565297347972	0
Mm.36666	0.345944883004497	-0.000583152635254332	0.000583152635254332	0.859439319324064	0
Mm.330160	0.565037934161132	0.000553467371683886	0.000553467371683886	0.928565297347972	0
Mm.12459	0.122745124634784	0.000478498644242864	0.000478498644242864	0.673268411731294	0
Mm.168	0.0331430706427512	-0.00166425153247118	0.00166425153247118	0.437270860978464	0
Mm.196544	0.411841943630428	-0.00174374952504783	0.00174374952504783	0.88694471116456	0
Mm.321701	0.00042434488285481	0.00990392734587143	0.00990392734587143	0.0864686351201736	0
Mm.318753	0.981384157569074	-5.2262414450227e-05	5.2262414450227e-05	0.996784795405597	0
Mm.1408	0.114149435526622	-0.00270248123937643	0.00270248123937643	0.660621172362647	0
Mm.184163	0.544803602392159	-0.00260608342577338	0.00260608342577338	0.92566535692956	0
Mm.371610	0.0680764132009274	0.00181915585546159	0.00181915585546159	0.555071645724741	0
Mm.361272	0.221482164919763	-0.00231418246909040	0.00231418246909040	0.776572775062156	0
Mm.250631	0.951523009813306	0.000121613889250837	0.000121613889250837	0.992209615431188	0
Mm.833	0.214346096652475	-0.000632403729520161	0.000632403729520161	0.76934782367147	0
Mm.301527	0.898485772986884	-6.45573322531517e-05	6.45573322531517e-05	0.989065357407304	0
Mm.217318	0.233626987877703	0.00246515302012327	0.00246515302012327	0.785177291325308	0
Mm.23825	0.00443643249390735	0.00419144743080156	0.00419144743080156	0.206845851663011	0
Mm.373606	0.0242397447589806	-0.00753684362179421	0.00753684362179421	0.403777094663887	0
Mm.26032	0.201104931309742	-0.000410996152157804	0.000410996152157804	0.766909290061304	0
Mm.193539	0.397689361052985	0.00163304129280743	0.00163304129280743	0.886531411803231	0
Mm.3360	0.507012136931812	-0.00121443927167232	0.00121443927167232	0.919197892568018	0
Mm.89579	0.565239245945297	0.00284304590115316	0.00284304590115316	0.928565297347972	0
Mm.3304	0.583866552083359	0.00150855910336516	0.00150855910336516	0.936053186321203	0
Mm.290126	0.141695015468466	0.00143110452645536	0.00143110452645536	0.695754922283782	0
Mm.273350	0.534787865509219	-0.00208026659227066	0.00208026659227066	0.922398027322843	0
Mm.57175	0.529200762961969	0.0013267705359147	0.0013267705359147	0.92201952164299	0
Mm.141864	0.543926960910777	-0.000267631475156634	0.000267631475156634	0.92566535692956	0
Mm.29027	0.682499275293037	-0.000482453444392006	0.000482453444392006	0.952528781098432	0
Mm.176695	0.917764512743694	-0.000574710503580646	0.000574710503580646	0.990688809424042	0
Mm.290105	0.892798305893618	-0.00059096581456684	0.00059096581456684	0.988429995244514	0
Mm.172	0.317051195410371	-0.00340340376079715	0.00340340376079715	0.848289043396728	0
Mm.333406	0.416665974706825	-0.000276909558381164	0.000276909558381164	0.88694471116456	0
Mm.276405	0.974330056858267	1.37975681852045e-05	1.37975681852045e-05	0.995842147002521	0
Mm.259078	0.654079427604023	2.62430516191889e-05	2.62430516191889e-05	0.944205748498945	0
Mm.24680	0.301271181887474	0.0021556328297499	0.0021556328297499	0.840049189636496	0
Mm.318841	0.168348645110892	0.00437028487604367	0.00437028487604367	0.730022804741818	0
Mm.180750	0.812955159303148	0.00112612105356442	0.00112612105356442	0.972586561816371	0
Mm.260647	0.109110984955078	0.000864209335566883	0.000864209335566883	0.652297795144275	0
Mm.2381	0.134870049474677	-0.00397664817949096	0.00397664817949096	0.688745403083793	0
Mm.203	7.10490434256972e-05	0.000990543248226414	0.000990543248226414	0.0361791878986997	0
Mm.29564	0.244074468476972	-0.00321599205835677	0.00321599205835677	0.793051549100523	0
Mm.280231	0.223861066314219	0.00336383608121242	0.00336383608121242	0.77712849816516	0
Mm.46360	0.265030460004681	0.00239406948387758	0.00239406948387758	0.807184837655157	0
Mm.350193	0.00678612244337529	0.00600030474723853	0.00600030474723853	0.246827892340931	0
Mm.993	0.159998123644054	0.00156922338836410	0.00156922338836410	0.722670921239014	0
Mm.239865	0.489949326289437	-0.00150806706831710	0.00150806706831710	0.913264369411219	0
Mm.376703	0.80686761159344	0.00233852334103350	0.00233852334103350	0.971129842367984	0
Mm.39300	0.275446383720352	-0.000719360210771838	0.000719360210771838	0.816766516806291	0
Mm.317575	0.661154904471831	-0.000396590291850476	0.000396590291850476	0.945132006011567	0
Mm.279361	0.862870801045475	-7.13525215349349e-05	7.13525215349349e-05	0.983065931891126	0
Mm.182628	0.143714119427421	-0.00525074064631699	0.00525074064631699	0.696873430143505	0
Mm.288381	0.126909522768806	-0.000431310887637669	0.000431310887637669	0.681278605285255	0
Mm.29274	0.150741788557465	0.00891049120107662	0.00891049120107662	0.706419893180632	0
Mm.2044	0.000264438911918408	0.0071851315288821	0.0071851315288821	0.0673280358237974	0
Mm.123366	0.137084705231288	0.000247859513482056	0.000247859513482056	0.691325768251	0
Mm.296240	0.671291774234911	-0.00122687955527845	0.00122687955527845	0.948214594515688	0
Mm.28659	0.332696053580934	-0.00370011914623696	0.00370011914623696	0.85638640448781	0
Mm.24216	0.0242398508541232	0.000345596726772055	0.000345596726772055	0.403777094663887	0
Mm.26633	0.0450600327074586	0.00622287403080009	0.00622287403080009	0.482313303007755	0
Mm.245746	0.858420034325464	-0.000738055580029011	0.000738055580029011	0.98246371641643	0
Mm.117365	0.47550941434434	-0.00216803675940306	0.00216803675940306	0.90949123251254	0
Mm.293931	0.91161468674562	-3.09328426842234e-05	3.09328426842234e-05	0.990342935185986	0
Mm.3874	0.233604792562362	0.00441608300090598	0.00441608300090598	0.785177291325308	0
Mm.29159	0.211092567959596	0.000808653990511398	0.000808653990511398	0.768916798766724	0
Mm.287807	0.380623852344679	0.000449395996707132	0.000449395996707132	0.884494019456796	0
Mm.28375	0.111365074457308	0.0136173434326527	0.0136173434326527	0.656676274446775	0
Mm.1840	0.85489440128379	-3.11787440164963e-05	3.11787440164963e-05	0.981669548164409	0
Mm.1458	0.342290508873409	0.0053044000209664	0.0053044000209664	0.859439319324064	0
Mm.296487	0.339752819030505	0.000533494996295615	0.000533494996295615	0.858977364569848	0
Mm.271709	0.338612342295610	6.77331173995703e-05	6.77331173995703e-05	0.858977364569848	0
Mm.182359	0.220213183535728	0.0063413144687357	0.0063413144687357	0.776572775062156	0
Mm.280125	0.142339595237907	0.000740069551860633	0.000740069551860633	0.696873430143505	0
Mm.36241	0.623748132688041	0.000142766330624756	0.000142766330624756	0.942412146910803	0
Mm.18625	0.107024579803604	0.00252883490472757	0.00252883490472757	0.650450323461122	0
Mm.252391	0.180881684029231	0.00418640703969369	0.00418640703969369	0.747121622498357	0
Mm.3072	0.816698284584637	-0.000459756154071118	0.000459756154071118	0.974244328279458	0
Mm.329277	0.146356911933382	-0.000828569742239629	0.000828569742239629	0.702049520689207	0
Mm.300594	0.102083640311986	0.00202757774704453	0.00202757774704453	0.637887473535831	0
Mm.1500	0.0907950281692304	-0.00289103978403606	0.00289103978403606	0.613533417837387	0
Mm.20931	0.0646281305976689	0.0079620164353375	0.0079620164353375	0.54130443203132	0
Mm.182434	0.124641255666833	-0.00278542990910329	0.00278542990910329	0.677261822903089	0
Mm.38792	0.170600384518499	-0.00292091708088101	0.00292091708088101	0.733334139250928	0
Mm.30010	0.531249735680753	-0.000303126938301626	0.000303126938301626	0.922398027322843	0
Mm.7906	0.307005708168181	-0.000297907617943175	0.000297907617943175	0.842520319069133	0
Mm.37289	0.171922734706828	-0.000205477891108901	0.000205477891108901	0.733334139250928	0
Mm.172720	0.170647084446559	0.00137378128464907	0.00137378128464907	0.733334139250928	0
Mm.33240	0.400267620590779	0.000199353938481692	0.000199353938481692	0.886819146497493	0
Mm.3217	0.883345171881083	0.000731707488907197	0.000731707488907197	0.987809621399485	0
Mm.290251	0.331911964869299	0.00449414185152788	0.00449414185152788	0.85638640448781	0
Mm.290482	0.718033594684215	0.00109638235336421	0.00109638235336421	0.953515820380764	0
Mm.239605	0.724793967442309	0.00111144559193950	0.00111144559193950	0.953810936792217	0
Mm.255075	0.752065304381824	-0.0007637840777634	0.0007637840777634	0.958592469141325	0
Mm.29020	8.3415331005865e-06	0.00158433172028412	0.00158433172028412	0.0297333947370406	0
Mm.276092	0.0360758210222625	0.00253069165584587	0.00253069165584587	0.448838617919213	0
Mm.24615	0.926444946949452	0.000113281551618298	0.000113281551618298	0.990688809424042	0
Mm.273538	0.0128550682720712	0.00442367769796959	0.00442367769796959	0.313097056069212	0
Mm.2661	0.144622564957288	0.00034902958317648	0.00034902958317648	0.698125883037914	0
Mm.102205	0.00973559880462604	0.000997257878184726	0.000997257878184726	0.28506544162096	0
Mm.271891	0.796567034774766	0.000205038070125561	0.000205038070125561	0.968837667472776	0
Mm.254839	0.996523661177167	2.07234370132747e-05	2.07234370132747e-05	0.999630634552062	0
Mm.294315	0.395240486720523	0.00308455529208005	0.00308455529208005	0.885743854840054	0
Mm.6239	0.448345289168345	0.000376859448884769	0.000376859448884769	0.897425709891432	0
Mm.246911	0.000466459368337668	0.00520062495310323	0.00520062495310323	0.0864686351201736	0
Mm.290207	0.659053460401985	-0.000533401322452165	0.000533401322452165	0.94449337279973	0
Mm.28209	0.464957501698247	0.00152777691921107	0.00152777691921107	0.906641692999673	0
Mm.323213	0.207381648177069	-0.000560683543428335	0.000560683543428335	0.768916798766724	0
Mm.259852	0.421243919811478	0.000561816170492902	0.000561816170492902	0.88694471116456	0
Mm.300716	0.713865756073668	0.000296731020619641	0.000296731020619641	0.953515820380764	0
Mm.3158	0.00167876992585025	0.00524662418445749	0.00524662418445749	0.145129140655222	0
Mm.274816	0.00617273855024658	0.00112113370372044	0.00112113370372044	0.244139080294131	0
Mm.27560	0.236172232904089	0.00163876160600785	0.00163876160600785	0.785809560251763	0
Mm.289832	0.353931321499593	-0.0021513596054494	0.0021513596054494	0.8664900898326	0
Mm.4505	0.59722054516981	0.000878810286200393	0.000878810286200393	0.93858346293776	0
Mm.319349	0.135484155099606	0.00557801395627755	0.00557801395627755	0.690397813942169	0
Mm.37371	0.35542950991041	0.000696987971888229	0.000696987971888229	0.867520179665724	0
Mm.29821	0.105692710390539	0.00814833106110927	0.00814833106110927	0.645141985831444	0
Mm.2923	0.488860976427968	-0.00137791303182508	0.00137791303182508	0.912890535804824	0
Mm.2552	0.892576074016303	-0.000491329324253464	0.000491329324253464	0.988429995244514	0
